FECcommittee,icpsr,first,last,fullname,state,chamber,district,party,start,end,twitter,fold,num.tweets,done.handle.no.file,missing,tweets.svd,prop.tweets,has.alt,multiple.dist,alt.dist,dup.account,Official
C00314575,,susan,collins,susancollins,ME,Senate,,,,,SenSusanCollins,,,,,,,,,,,
C00314575,49703,susan,collins,susancollins,ME,Senate,NA,R,1/7/1997,1/3/2021,senatorcollins,6,2054,0,0,1556,0.758,0,,,,1
C00588764,,james,comer,jamescomer,KY,House,1,R,,,JamesComer,,,,,,,,,,,
C00588764,21565,james,comer,jamescomer,KY,House,1,R,11/14/2016,1/3/2019,kycomer,3,5457,0,0,127,0.023,0,,,,0
C00554261,21555,barbara,comstock,barbaracomstock,VA,House,10,R,1/6/2015,1/3/2019,repcomstock,5,2013,0,0,1573,0.781,1,,,,1
C00554261,21555,barbara,comstock,barbaracomstock,VA,House,10,R,1/6/2015,1/3/2019,BarbaraComstock,,,,,,,1,,,,0
C00383828,20531,michael,conaway,michaelconaway,TX,House,11,R,1/4/2005,1/3/2019,conawaytx11,5,643,0,0,499,0.776,0,,,,0
C00445452,20952,gerald,connolly,geraldconnolly,VA,House,11,D,1/6/2009,1/3/2019,gerryconnolly,4,4946,0,0,4436,0.897,1,,,,0
C00445452,20952,gerald,connolly,geraldconnolly,VA,House,11,D,1/6/2009,1/3/2019,ElectConnolly,,,,,,,1,,,,0
C00202754,15502,kent,conrad,kentconrad,ND,Senate,NA,D,1/6/1987,1/3/2013,kentconrad,2,0,1,0,NA,NA,0,,,,0
C00409797,10713,john,conyers,johnconyers,MI,House,13,D,1/4/1965,1/3/2019,repjohnconyers,5,2538,0,0,1415,0.558,1,,,,1
C00409797,10713,john,conyers,johnconyers,MI,House,13,D,1/4/1965,1/3/2019,johnconyersjr,,,,,,,1,,,,0
C00512202,21305,paul,cook,paulcook,CA,House,8,R,1/3/2013,1/3/2019,reppaulcook,4,1501,1,0,1230,0.819,0,,,,1
C00475392,40916,chris,coons,chriscoons,DE,Senate,NA,D,11/15/2010,1/3/2021,chriscoons,3,6980,0,0,5602,0.803,1,,,,0
C00475392,40916,chris,coons,chriscoons,DE,Senate,NA,D,11/15/2010,1/3/2021,sencoonsoffice,6,2201,0,0,1756,0.798,1,,,,1
C00376665,15019,jim,cooper,jimcooper,TN,House,5,D,1/3/1983,1/3/2019,repjimcooper,0,1960,0,1,NA,NA,1,,,,1
C00376665,15019,jim,cooper,jimcooper,TN,House,5,D,1/3/1983,1/3/2019,CoopForCongress,,,,,,,1,,,,0
C00430462,40705,bob,corker,bobcorker,TN,Senate,NA,R,1/4/2007,1/3/2019,senbobcorker,2,3493,1,0,3154,0.903,1,,,,1
C00430462,40705,bob,corker,bobcorker,TN,Senate,NA,R,1/4/2007,1/3/2019,BobCorker,,,,,,,1,,,,0
C00369033,40305,john,cornyn,johncornyn,TX,Senate,NA,R,11/30/2002,1/3/2021,johncornyn,7,23370,0,0,16657,0.713,1,,,,0
C00369033,40305,john,cornyn,johncornyn,TX,Senate,NA,R,11/30/2002,1/3/2021,TeamCornyn,,,,,,,1,,,,0
C00578302,,luis,correa,luiscorrea,CA,House,46,D,,,voteloucorrea,,,,,,,,,,,
C00578302,21711,luis,correa,luiscorrea,CA,House,46,D,1/3/2017,1/3/2019,reploucorrea,2,97,0,0,76,0.784,0,,,,1
C00575548,41700,catherine,cortezmasto,catherinecortezmasto,NV,Senate,NA,D,1/3/2017,1/3/2023,sencortezmasto,5,599,0,0,446,0.745,1,,,,1
C00575548,41700,catherine,cortezmasto,catherinecortezmasto,NV,Senate,NA,D,1/3/2017,1/3/2023,CatherineForNV,,,,,,,1,,,,0
C00391029,20501,jim,costa,jimcosta,CA,House,16,D,1/4/2005,1/3/2019,repjimcosta,1,1314,0,0,1091,0.83,0,,,,1
C00238444,15453,jerry,costello,jerrycostello,IL,House,12,D,1/6/1987,1/3/2013,jerrycostello,5,51,1,0,NA,NA,0,,,,0
C00554899,21547,ryan,costello,ryancostello,PA,House,6,R,1/6/2015,1/3/2019,repryancostello,6,1292,0,0,905,0.7,1,,,,1
C00554899,21547,ryan,costello,ryancostello,PA,House,6,R,1/6/2015,1/3/2019,RyanCostello,,,,,,,1,,,,0
C00499988,21301,tom,cotton,tomcotton,AR,Senate,NA,R,1/3/2013,1/3/2021,sentomcotton,5,6544,0,1,NA,NA,1,,,,1
C00499988,21301,tom,cotton,tomcotton,AR,Senate,NA,R,1/3/2013,1/3/2021,TomCottonAR,,,,,,,1,,,,0
C00410233,20706,joe,courtney,joecourtney,CT,House,2,D,1/4/2007,1/3/2019,repjoecourtney,1,4424,0,0,3827,0.865,1,,,,1
C00410233,20706,joe,courtney,joecourtney,CT,House,2,D,1/4/2007,1/3/2019,JoeCourtneyCT,,,,,,,1,,,,0
,41306,william,cowan,williamcowan,MA,Senate,NA,D,2/6/2013,7/16/2013,senmocowan,6,249,0,0,201,0.807,0,,,,1
C00648956,21909,TJ,Cox,tjcox,CA,House,21,,,,RepTjCox,,,,,,,1,,,,1
C00648956,21909,TJ,Cox,tjcox,CA,House,21,,,,TJCoxCongress,,,,,,,1,,,,0
C00575209,21910,angie,craig,angiecraig,MN,House,2,,,,RepAngieCraig,,,,,,,1,,,,1
C00575209,21910,angie,craig,angiecraig,MN,House,2,,,,AngieCraigMN,,,,,,,1,,,,0
C00115667,14809,larry,craig,larrycraig,ID,Senate,NA,R,1/5/1981,1/3/2009,usalarrycraig,1,33,1,0,NA,NA,0,,,,0
C00504704,,kevin,cramer,kevincramer,ND,Senate,,,,,SenKevinCramer,,,,,,,,,,,
C00504704,21350,kevin,cramer,kevincramer,ND,House,0,R,1/3/2013,1/3/2019,repkevincramer,1,2043,0,0,1760,0.861,1,,,,1
C00504704,21350,kevin,cramer,kevincramer,ND,House,0,R,1/3/2013,1/3/2019,kevincramer,,,,,,,1,,,,0
C00330886,29345,michael,crapo,michaelcrapo,ID,Senate,NA,R,1/5/1993,1/3/2023,mikecrapo,0,4927,0,0,4518,0.917,1,,,,0
C00330886,29345,michael,crapo,michaelcrapo,ID,Senate,NA,R,1/5/1993,1/3/2023,crapo4senate,,,,,,,1,,,,0
C00475632,21146,chip,cravaack,chipcravaack,MN,House,8,R,1/5/2011,1/3/2013,chipcravaack,2,859,0,1,NA,NA,0,,,,0
C00462374,21106,eric,crawford,ericcrawford,AR,House,1,R,1/5/2011,1/3/2019,reprickcrawford,4,3367,1,0,2372,0.704,0,,,,1
C00352849,20111,ander,crenshaw,andercrenshaw,FL,House,4,R,1/3/2001,1/3/2017,andercrenshaw,5,1160,0,0,1042,0.898,0,,,,0
C00660795,21911,dan,crenshaw,dancrenshaw,TX,House,2,,,,DanCrenshawTX,,,,,,,1,,,,0
C00660795,21911,dan,crenshaw,dancrenshaw,TX,House,2,,,,RepDanCrenshaw,,,,,,,1,,,,1
C00590067,21712,charlie,crist,charliecrist,FL,House,13,D,1/3/2017,1/3/2019,repcharliecrist,4,216,0,0,183,0.847,1,,,,1
C00590067,21712,charlie,crist,charliecrist,FL,House,13,D,1/3/2017,1/3/2019,CharlieCrist,,,,,,,1,,,,0
C00476861,20960,mark,critz,markcritz,PA,House,12,D,5/20/2010,1/3/2013,critzforltgov,7,1663,0,0,981,0.59,1,,,,0
C00476861,20960,mark,critz,markcritz,PA,House,12,D,5/20/2010,1/3/2013,realMarkCritz,,,,,,,1,,,,0
C00637363,21912,Jason,Crow,jasoncrow,CO,House,6,,,,RepJasonCrow,,,,,,,1,,,,1
C00637363,21912,Jason,Crow,jasoncrow,CO,House,6,,,,JasonCrowCO6,,,,,,,1,,,,0
C00338954,29925,joseph,crowley,josephcrowley,NY,House,14,D,1/6/1999,1/3/2019,repjoecrowley,4,3660,0,1,NA,NA,1,,,,1
C00338954,29925,joseph,crowley,josephcrowley,NY,House,14,D,1/6/1999,1/3/2019,JoeCrowleyNY,,,,,,,1,,,,0
C00492785,41304,ted,cruz,tedcruz,TX,Senate,NA,R,1/3/2013,1/3/2019,sentedcruz,5,5809,0,0,4483,0.772,1,,,,1
C00492785,41304,ted,cruz,tedcruz,TX,Senate,NA,R,1/3/2013,1/3/2019,tedcruz,,,,,,,1,,,,0
C00371302,,henry,cuellar,henrycuellar,TX,House,28,D,,,CuellarCampaign,,,,,,,,,,,
C00371302,20533,henry,cuellar,henrycuellar,TX,House,28,D,1/4/2005,1/3/2019,repcuellar,0,4247,0,0,3314,0.78,0,,,,1
C00343236,20139,john,culberson,johnculberson,TX,House,7,R,1/3/2001,1/3/2019,congculberson,2,1668,1,0,1237,0.742,1,,,,0
C00343236,20139,john,culberson,johnculberson,TX,House,7,R,1/3/2001,1/3/2019,johnculberson,3,3229,0,1,NA,NA,1,,,,0
C00310318,29587,elijah,cummings,elijahcummings,MD,House,7,D,4/16/1996,1/3/2019,repcummings,2,4779,0,0,1369,0.286,1,,,,1
C00310318,29587,elijah,cummings,elijahcummings,MD,House,7,D,4/16/1996,1/3/2019,ReElectCummings,,,,,,,1,,,,0
C00650507,21913,joe,cunningham,joecunningham,SC,House,1,,,,JoeCunninghamSC,,,,,,,1,,,,0
C00650507,21913,joe,cunningham,joecunningham,SC,House,1,,,,RepCunningham,,,,,,,1,,,,1
C00546846,21512,carlos,curbelo,carloscurbelo,FL,House,26,R,1/6/2015,1/3/2019,repcurbelo,4,1948,0,0,1426,0.732,1,,,,1
C00546846,21512,carlos,curbelo,carloscurbelo,FL,House,26,R,1/6/2015,1/3/2019,carloslcurbelo,,,,,,,1,,,,0
C00527051,31100,david,curson,davidcurson,MI,House,11,D,11/13/2012,1/3/2013,cursonmi11,0,146,1,0,NA,NA,0,,,,0
C00491357,21338,steve,daines,stevedaines,MT,Senate,NA,R,1/3/2013,1/3/2021,stevedaines,3,4108,0,0,2874,0.7,1,,,,0
C00491357,21338,steve,daines,stevedaines,MT,Senate,NA,R,1/3/2013,1/3/2021,DainesforMT,,,,,,,1,,,,0
C00670034,21914,sharice,davids,sharicedavids,KS,House,3,,,,sharicedavids,,,,,,,1,,,,0
C00670034,21914,sharice,davids,sharicedavids,KS,House,3,,,,RepDavids,,,,,,,1,,,,1
C00600718,21564,warren,davidson,warrendavidson,OH,House,8,R,6/9/2016,1/3/2019,warrendavidson,5,610,0,0,407,0.667,1,,,,0
C00600718,21564,warren,davidson,warrendavidson,OH,House,8,R,6/9/2016,1/3/2019,Vote_Davidson,,,,,,,1,,,,0
C00172619,29717,danny,davis,dannydavis,IL,House,7,D,1/7/1997,1/3/2019,repdannydavis,2,733,0,0,289,0.394,0,,,,1
C00369470,20511,geoff,davis,geoffdavis,KY,House,4,R,1/4/2005,7/31/2012,repgeoffdavis,6,2409,0,0,2129,0.884,0,,,,1
C00521948,21328,rodney,davis,rodneydavis,IL,House,13,R,1/3/2013,1/3/2019,rodneydavis,6,3770,0,0,2654,0.704,1,,,,0
C00521948,21328,rodney,davis,rodneydavis,IL,House,13,R,1/3/2013,1/3/2019,ElectRodney,,,,,,,1,,,,0
C00344671,20108,susan,davis,susandavis,CA,House,53,D,1/3/2001,1/3/2019,repsusandavis,6,1530,0,0,1364,0.892,0,,,,1
C00670844,21915,Madeleine,dean,Madeleinedean,PA,House,4,,,,mad4pa,,,,,,,1,,,,0
C00670844,21915,Madeleine,dean,Madeleinedean,PA,House,4,,,,RepDean,,,,,,,1,,,,1
C00215905,,peter,defazio,peterdefazio,OR,House,4,D,,,DeFazio4Oregon,,,,,,,,,,,
C00215905,15410,peter,defazio,peterdefazio,OR,House,4,D,1/6/1987,1/3/2019,reppeterdefazio,7,960,1,0,693,0.722,0,,,,1
C00311639,,diana,degette,dianadegette,CO,House,1,D,,,DeGette5280,,,,,,,,,,,
C00311639,29710,diana,degette,dianadegette,CO,House,1,D,1/7/1997,1/3/2019,repdianadegette,3,3070,0,0,2480,0.808,0,,,,1
C00508416,21334,john,delaney,johndelaney,MD,House,6,D,1/3/2013,1/3/2019,repjohndelaney,2,4722,0,0,3826,0.81,1,,,,1
C00508416,21334,john,delaney,johndelaney,MD,House,6,D,1/3/2013,1/3/2019,JohnKDelaney,,,,,,,1,,,,0
C00238865,29109,rosa,delauro,rosadelauro,CT,House,3,D,1/3/1991,1/3/2019,rosadelauro,2,5344,0,1,NA,NA,1,,,,0
C00238865,29109,rosa,delauro,rosadelauro,CT,House,3,D,1/3/1991,1/3/2019,Rosa_DeLauro,,,,,,,1,,,,0
C00459099,31101,suzan,delbene,suzandelbene,WA,House,1,D,11/13/2012,1/3/2019,repdelbene,0,3297,0,0,2680,0.813,1,,,,1
C00459099,31101,suzan,delbene,suzandelbene,WA,House,1,D,11/13/2012,1/3/2019,SuzanDelBene,,,,,,,1,,,,0
C00633859,21916,antonio,delgado,antoniodelgado,NY,House,19,,,,repdelgado,,,,,,,1,,,,1
C00633859,21916,antonio,delgado,antoniodelgado,NY,House,19,,,,DelgadoforNY19,,,,,,,1,,,,0
C00590489,21713,val,demings,valdemings,FL,House,10,D,1/3/2017,1/3/2019,repvaldemings,4,492,0,0,247,0.502,1,,,,1
C00590489,21713,val,demings,valdemings,FL,House,10,D,1/3/2017,1/3/2019,val_demings,,,,,,,1,,,,0
C00384636,29936,jim,demint,jimdemint,SC,Senate,NA,R,1/6/1999,1/1/2013,jimdemint,1,5814,0,0,547,0.094,0,,,,0
C00473272,21109,jeff,denham,jeffdenham,CA,House,10,R,1/5/2011,1/3/2019,repjeffdenham,3,2433,0,0,2003,0.823,1,,,,1
C00473272,21109,jeff,denham,jeffdenham,CA,House,10,R,1/5/2011,1/3/2019,JeffDenham,,,,,,,1,,,,0
C00386847,20526,charles,dent,charlesdent,PA,House,15,R,1/4/2005,1/3/2019,repcharliedent,0,2232,1,0,1754,0.786,1,,,,1
C00386847,20526,charles,dent,charlesdent,PA,House,15,R,1/4/2005,1/3/2019,DentforCongress,,,,,,,1,,,,0
C00511568,21318,ron,desantis,rondesantis,FL,House,6,R,1/3/2013,1/3/2019,repdesantis,6,1977,0,0,1557,0.788,1,,,,1
C00511568,21318,ron,desantis,rondesantis,FL,House,6,R,1/3/2013,1/3/2019,RonDeSantisFL,,,,,,,1,,,,0
C00554709,21504,mark,desaulnier,markdesaulnier,CA,House,11,D,1/6/2015,1/3/2019,repdesaulnier,2,1211,0,0,973,0.803,1,,,,1
C00554709,21504,mark,desaulnier,markdesaulnier,CA,House,11,D,1/6/2015,1/3/2019,MarkDeSaulnier,,,,,,,1,,,,0
C00464073,21179,scott,desjarlais,scottdesjarlais,TN,House,4,R,1/5/2011,1/3/2019,desjarlaistn04,1,3080,0,0,2042,0.663,1,,,,0
C00464073,21179,scott,desjarlais,scottdesjarlais,TN,House,4,R,1/5/2011,1/3/2019,tndesjarlais,,,,,,,1,,,,0
C00469163,20959,theodore,deutch,theodoredeutch,FL,House,22,D,4/15/2010,1/3/2019,repteddeutch,3,4176,0,0,3045,0.729,1,,,,1
C00469163,20959,theodore,deutch,theodoredeutch,FL,House,22,D,4/15/2010,1/3/2019,TedDeutch,,,,,,,1,,,,0
C00469163,20959,theodore,deutch,theodoredeutch,FL,House,22,D,4/15/2010,1/3/2019,TedforCongress,,,,,,,1,,,,0
C00376087,20316,mario,diazbalart,mariodiazbalart,FL,House,25,R,1/7/2003,1/3/2019,mariodb,6,4382,0,0,3561,0.813,0,,,,0
C00558213,21529,debbie,dingell,debbiedingell,MI,House,12,D,1/6/2015,1/3/2019,repdebdingell,3,1435,0,0,1031,0.718,1,,,,1
C00558213,21529,debbie,dingell,debbiedingell,MI,House,12,D,1/6/2015,1/3/2019,DebDingell,,,,,,,1,,,,0
C00002600,2605,john,dingell,johndingell,MI,House,12,D,1/5/1955,1/3/2015,johndingell,3,4762,0,0,1100,0.231,0,,,,0
C00347310,14213,christopher,dodd,christopherdodd,CT,Senate,NA,D,1/14/1975,1/3/2011,senchrisdodd,5,902,0,0,200,0.222,1,,,,1
C00347310,14213,christopher,dodd,christopherdodd,CT,Senate,NA,D,1/14/1975,1/3/2011,chrisdodd,,,,,,,1,,,,0
C00286500,29571,lloyd,doggett,lloyddoggett,TX,House,35,D,1/4/1995,1/3/2019,replloyddoggett,3,3203,0,0,2761,0.862,1,,,,1
C00286500,29571,lloyd,doggett,lloyddoggett,TX,House,35,D,1/4/1995,1/3/2019,LloydDoggettTX,,,,,,,1,,,,0
C00465971,21127,bob,dold,bobdold,IL,House,10,R,1/5/2011,1/3/2017,repdold,3,3570,0,0,2563,0.718,1,,,,1
C00465971,21127,bob,dold,bobdold,IL,House,10,R,1/5/2011,1/3/2017,ROBERTDOLD,,,,,,,1,,,,0
C00393652,20717,joe,donnelly,joedonnelly,IN,Senate,NA,D,1/4/2007,1/3/2019,sendonnelly,7,4211,0,1,NA,NA,1,,,,1
C00393652,20717,joe,donnelly,joedonnelly,IN,Senate,NA,D,1/4/2007,1/3/2019,JoeforIndiana,,,,,,,1,,,,0
C00571869,21560,daniel,donovan,danieldonovan,NY,House,11,R,5/12/2015,1/3/2019,dandonovan_ny,1,667,1,1,NA,NA,1,,,,0
C00571869,21560,daniel,donovan,danieldonovan,NY,House,11,R,5/12/2015,1/3/2019,RepDanDonovan,,,,,,,1,,,,1
C00290064,,michael,doyle,michaeldoyle,PA,House,14,D,,,rep_doyle,,,,,,,,,,,
C00290064,29561,michael,doyle,michaeldoyle,PA,House,14,D,1/4/1995,1/3/2019,usrepmikedoyle,1,749,0,0,590,0.788,0,,,,1
C00088658,14813,david,dreier,daviddreier,CA,House,26,R,1/5/1981,1/3/2013,daviddreierusa,7,4,1,0,NA,NA,0,,,,0
C00574889,21325,tammy,duckworth,tammyduckworth,IL,Senate,NA,D,1/3/2013,1/3/2023,senduckworth,4,2448,1,0,2232,0.912,1,,,,1
C00574889,21325,tammy,duckworth,tammyduckworth,IL,Senate,NA,D,1/3/2013,1/3/2023,TammyforIL,,,,,,,1,,,,0
C00574889,21325,tammy,duckworth,tammyduckworth,IL,Senate,NA,D,1/3/2013,1/3/2023,tammyduckworth,,,,,,,1,,,,0
C00464339,21189,sean,duffy,seanduffy,WI,House,7,R,1/5/2011,1/3/2019,repseanduffy,5,3591,0,0,2849,0.793,1,,,,1
C00464339,21189,sean,duffy,seanduffy,WI,House,7,R,1/5/2011,1/3/2019,Duffy4Wisconsin,,,,,,,1,,,,0
C00460550,21174,jeff,duncan,jeffduncan,SC,House,3,R,1/5/2011,1/3/2019,repjeffduncan,2,6271,0,1,NA,NA,0,,,,1
C00229104,15455,john,duncan,johnduncan,TN,House,2,R,11/8/1988,1/3/2019,repjohnduncanjr,4,596,0,0,484,0.812,0,,,,1
C00582304,21714,neal,dunn,nealdunn,FL,House,2,R,1/3/2017,1/3/2019,drnealdunnfl2,7,177,0,0,114,0.644,1,,,,0
C00582304,21714,neal,dunn,nealdunn,FL,House,2,R,1/3/2017,1/3/2019,DunnCampaign,,,,,,,1,,,,0
C00148999,15021,richard,durbin,richarddurbin,IL,Senate,NA,D,1/3/1983,1/3/2021,senatordurbin,6,8763,0,0,7853,0.896,1,,,,1
C00148999,15021,richard,durbin,richarddurbin,IL,Senate,NA,D,1/3/1983,1/3/2021,DickDurbin,,,,,,,1,,,,0
C00422964,20763,donna,edwards,donnaedwards,MD,House,4,D,6/19/2008,1/3/2017,repdonnaedwards,3,6398,0,0,5229,0.817,1,,,,1
C00422964,20763,donna,edwards,donnaedwards,MD,House,4,D,6/19/2008,1/3/2017,DonnaFEdwards,,,,,,,1,,,,0
C00422410,20727,keith,ellison,keithellison,MN,House,5,D,1/4/2007,1/3/2019,keithellison,1,16784,1,1,NA,NA,1,,,,0
C00422410,20727,keith,ellison,keithellison,MN,House,5,D,1/4/2007,1/3/2019,EllisonCampaign,,,,,,,1,,,,0
C00471896,21159,renee,ellmers,reneeellmers,NC,House,2,R,1/5/2011,1/3/2017,repreneeellmers,3,7087,0,0,4671,0.659,1,,,,1
C00471896,21159,renee,ellmers,reneeellmers,NC,House,2,R,1/5/2011,1/3/2017,Ellmers_Renee,,,,,,,1,,,,0
C00320457,29736,joann,emerson,joannemerson,MO,House,8,R,1/7/1997,1/22/2013,joannemerson,7,1972,0,0,1383,0.701,0,,,,0
C00545749,21531,tom,emmer,tomemmer,MN,House,6,R,1/6/2015,1/3/2019,reptomemmer,3,2476,0,0,2033,0.821,1,,,,1
C00545749,21531,tom,emmer,tomemmer,MN,House,6,R,1/6/2015,1/3/2019,tomemmer,,,,,,,1,,,,0
C00236513,15603,eliot,engel,eliotengel,NY,House,16,D,1/3/1989,1/3/2019,repeliotengel,2,2601,0,0,1381,0.531,0,,,,1
C00286476,29537,john,ensign,johnensign,NV,Senate,NA,R,1/4/1995,5/3/2011,johnensign,4,361,0,0,41,0.114,1,,,,0
C00286476,29537,john,ensign,johnensign,NV,Senate,NA,R,1/4/1995,5/3/2011,SenEnsign,,,,,,,1,,,,1
C00523258,21327,william,enyart,williamenyart,IL,House,12,D,1/3/2013,1/3/2015,repbillenyart,6,387,0,0,351,0.907,1,,,,1
C00523258,21327,william,enyart,williamenyart,IL,House,12,D,1/3/2013,1/3/2015,EnyartforIL12,,,,,,,1,,,,0
C00317503,49706,michael,enzi,michaelenzi,WY,Senate,NA,R,1/7/1997,1/3/2021,senatorenzi,0,3315,0,0,2935,0.885,1,,,,1
C00317503,49706,michael,enzi,michaelenzi,WY,Senate,NA,R,1/7/1997,1/3/2021,EnziforWyo,,,,,,,1,,,,0
C00546788,41502,joni,ernst,joniernst,IA,Senate,NA,R,1/6/2015,1/3/2021,senjoniernst,6,1352,0,0,1285,0.95,1,,,,1
C00546788,41502,joni,ernst,joniernst,IA,Senate,NA,R,1/6/2015,1/3/2021,joniernst,,,,,,,1,,,,0
C00653923,21917,veronica,escobar,veronicaescobar,TX,House,16,,,,RepEscobar,,,,,,,1,,,,1
C00653923,21917,veronica,escobar,veronicaescobar,TX,House,16,,,,vgescobar,,,,,,,1,,,,0
C00258475,29312,anna,eshoo,annaeshoo,CA,House,18,D,1/5/1993,1/3/2019,repannaeshoo,0,1462,0,0,991,0.678,1,,,,1
C00258475,29312,anna,eshoo,annaeshoo,CA,House,18,D,1/5/1993,1/3/2019,Eshoo4Congress,,,,,,,1,,,,0
C00518365,,adriano,espaillat,adrianoespaillat,NY,House,13,D,,,EspaillatNY,,,,,,,,,,,
C00701953,21715,adriano,espaillat,adrianoespaillat,NY,House,13,D,1/3/2017,1/3/2019,repespaillat,4,1197,0,0,613,0.512,0,,,,1
C00632067,21750,ron,estes,ronestes,KS,House,4,R,,1/3/2019,RepRonEstes,,,,,,,1,,,,1
C00632067,21750,ron,estes,ronestes,KS,House,4,R,,1/3/2019,RonEstesKS,,,,,,,1,,,,0
C00494203,21316,elizabeth,esty,elizabethesty,CT,House,5,D,1/3/2013,1/3/2019,repesty,3,4724,0,0,3743,0.792,1,,,,1
C00494203,21316,elizabeth,esty,elizabethesty,CT,House,5,D,1/3/2013,1/3/2019,Elizabeth_Esty,,,,,,,1,,,,0
C00591065,21566,dwight,evans,dwightevans,PA,House,2,D,11/14/2016,1/3/2019,repdwightevans,3,9856,0,0,427,0.043,1,,,,1
C00591065,21566,dwight,evans,dwightevans,PA,House,2,D,11/14/2016,1/3/2019,DwightEvansPA,,,,,,,1,,,,0
C00473736,21184,blake,farenthold,blakefarenthold,TX,House,27,R,1/5/2011,1/3/2019,farenthold,7,5960,0,1,NA,NA,1,,,,0
C00473736,21184,blake,farenthold,blakefarenthold,TX,House,27,R,1/5/2011,1/3/2019,Elect_Blake,,,,,,,1,,,,0
C00580415,21716,john,faso,johnfaso,NY,House,19,R,1/3/2017,1/3/2019,repjohnfaso,3,212,1,0,140,0.66,1,,,,1
C00580415,21716,john,faso,johnfaso,NY,House,19,R,1/3/2017,1/3/2019,JohnFasoNy,,,,,,,1,,,,0
C00254441,29559,chaka,fattah,chakafattah,PA,House,2,D,1/4/1995,6/23/2016,chakafattah,2,12923,0,0,7124,0.551,1,,,,0
C00254441,29559,chaka,fattah,chakafattah,PA,House,2,D,1/4/1995,6/23/2016,Fattah4Congress,,,,,,,1,,,,0
C00578013,49309,russell,feingold,russellfeingold,WI,Senate,NA,D,1/5/1993,1/3/2011,russfeingold,1,2817,0,1,NA,NA,0,,,,0
C00539890,49300,dianne,feinstein,diannefeinstein,CA,Senate,NA,D,11/10/1992,1/3/2019,senfeinstein,0,4557,1,0,4230,0.928,1,,,,1
C00539890,49300,dianne,feinstein,diannefeinstein,CA,Senate,NA,D,11/10/1992,1/3/2019,DianneFeinstein,,,,,,,1,,,,0
C00607838,21717,drew,ferguson,drewferguson,GA,House,3,R,1/3/2017,1/3/2019,repdrewferguson,6,225,0,0,151,0.671,1,,,,1
C00607838,21717,drew,ferguson,drewferguson,GA,House,3,R,1/3/2017,1/3/2019,DrewFergusonGA,,,,,,,1,,,,0
C00466854,21181,stephen,fincher,stephenfincher,TN,House,8,R,1/5/2011,1/3/2017,repfinchertn08,6,2964,0,0,2717,0.917,1,,,,1
C00466854,21181,stephen,fincher,stephenfincher,TN,House,8,R,1/5/2011,1/3/2017,StephenFincher,,,,,,,1,,,,0
C00466854,21181,stephen,fincher,stephenfincher,TN,House,8,R,1/5/2011,1/3/2017,VoteFincher,,,,,,,1,,,,0
C00637074,21918,Abby,Finkenauer,abbyfinkenauer,IA,House,1,,,,RepFinkenauer,,,,,,,1,,,,1
C00637074,21918,Abby,Finkenauer,abbyfinkenauer,IA,House,1,,,,Abby4Iowa,,,,,,,1,,,,0
C00498907,41302,deb,fischer,debfischer,NE,Senate,NA,R,1/3/2013,1/3/2019,senatorfischer,3,3456,0,0,3077,0.89,1,,,,1
C00498907,41302,deb,fischer,debfischer,NE,Senate,NA,R,1/3/2013,1/3/2019,DebFischerNE,,,,,,,1,,,,0
C00607416,21718,brian,fitzpatrick,brianfitzpatrick,PA,House,8,R,1/3/2017,1/3/2019,repbrianfitz,0,263,0,0,168,0.639,1,,,,1
C00607416,21718,brian,fitzpatrick,brianfitzpatrick,PA,House,8,R,1/3/2017,1/3/2019,BrianFitzUSA,,,,,,,1,,,,0
C00475103,20524,michael,fitzpatrick,michaelfitzpatrick,PA,House,8,R,1/4/2005,1/3/2017,repfitzpatrick,6,5254,0,0,4188,0.797,0,,,,1
C00347260,20100,jeff,flake,jeffflake,AZ,Senate,NA,R,1/3/2001,1/3/2019,jeffflake,5,2046,0,0,1769,0.865,0,,,,0
C00461822,21178,charles,fleischmann,charlesfleischmann,TN,House,3,R,1/5/2011,1/3/2019,repchuck,4,1643,0,0,1498,0.912,1,,,,1
C00461822,21178,charles,fleischmann,charlesfleischmann,TN,House,3,R,1/5/2011,1/3/2019,chuck4congress,,,,,,,1,,,,0
C00445015,20918,john,fleming,johnfleming,LA,House,4,R,1/6/2009,1/3/2017,repfleming,0,1648,0,0,1451,0.88,0,,,,1
C00472241,21182,bill,flores,billflores,TX,House,17,R,1/5/2011,1/3/2019,repbillflores,6,6546,0,0,4780,0.73,1,,,,1
C00472241,21182,bill,flores,billflores,TX,House,17,R,1/5/2011,1/3/2019,Flores4Congress,,,,,,,1,,,,0
C00365692,20143,randy,forbes,randyforbes,VA,House,4,R,6/26/2001,1/3/2017,randy_forbes,0,3321,0,0,3006,0.905,1,,,,0
C00365692,20143,randy,forbes,randyforbes,VA,House,4,R,6/26/2001,1/3/2017,RepRandyForbes,,,,,,,1,,,,1
C00395467,,jeff,fortenberry,jefffortenberry,NE,House,1,R,,,supportfortNE,,,,,,,,,,,
C00395467,20518,jeff,fortenberry,jefffortenberry,NE,House,1,R,1/4/2005,1/3/2019,jefffortenberry,3,2163,0,0,1697,0.785,0,,,,0
C00435099,20749,bill,foster,billfoster,IL,House,11,D,3/8/2008,1/3/2019,repbillfoster,2,2300,0,0,1782,0.775,1,,,,1
