screen_name,tweet_id,date,date_collected,text,retweets,favorites,retweeted,divisive,id,name
BernieSanders,7.37E+17,5/28/2016 14:39,12/9/2018 12:35,"We need to invest in help for people with substance abuse problems so that they end up in treatment, not prison.",2109,5053,FALSE,0,BernieSanders7.37e+175/28/2016 14:39,london
SenatorTomUdall,5.98E+17,5/12/2015 17:16,12/9/2018 15:18,"Angelina's Restaurant owner Fidel Gutierrez knows more $ for workers """"""""helps the whole community"""""""" <U+2192> http://t.co/WLtbh1jjXf #RaiseTheWage",3,3,FALSE,0,SenatorTomUdall5.98e+175/12/2015 17:16,london
RepByrne,4.63E+17,5/5/2014 17:05,12/6/2018 12:58,"I enjoyed reading """"""""Oh, The Places You'll Go"""""""" by @DrSeuss to 3 &amp; 4 graders at Silverhill Elementary today! #AL01 http://t.co/EfSi09NECm",1,2,FALSE,0,RepByrne4.63e+175/5/2014 17:05,london
repjoecrowley,6.21E+17,7/15/2015 19:14,12/9/2018 14:17,Our national parks are a national priority. Honored to receive @NPCA’s #ParkChamp Award! http://t.co/pwR02nPpCj,1,5,FALSE,0,repjoecrowley6.21e+177/15/2015 19:14,london
justinamash,4.17E+16,2/27/2011 6:29,12/6/2018 12:30,"A Warning Regarding Michigan's $10 Annual """"""""Recreation Passport"""""""" http://fb.me/LyeF1RTA",0,0,FALSE,0,justinamash4.17e+162/27/2011 6:29,london
RoyBlunt,1.02E+18,7/31/2018 17:24,12/9/2018 15:04,"Based on my conversation today w/ Judge Kavanaugh, along w/ his outstanding judicial record &amp; legal background, I b… https://t.co/75BeN4ixGn",96,441,FALSE,0,RoyBlunt1.02e+187/31/2018 17:24,london
JimDeMint,7.17E+17,4/5/2016 16:12,12/9/2018 13:06,Energy is one of the last sectors of the economy that needs help from the federal government. https://t.co/U19v0fu19i,11,17,FALSE,0,JimDeMint7.17e+174/5/2016 16:12,london
tedlieu,9.47E+17,12/31/2017 4:15,12/9/2018 15:51,@EddieZipperer I think therefore I am.,1,3,FALSE,0,tedlieu9.47e+1712/31/2017 4:15,london
JimLangevin,7.49E+17,6/30/2016 22:34,12/6/2018 12:26,Best wishes and congratulations to the Latino Policy Institute at your 10th anniversary celebration tonight at @fetemusic! @LPIRWU,2,5,FALSE,0,JimLangevin7.49e+176/30/2016 22:34,london
USRepRHinojosa,1.85E+17,3/29/2012 22:19,11/28/2018 18:17,"I'll be at the University of Texas-Pan American on Friday to participate at the annual FESTIBA events, kicking it... http://t.co/SanyY1Kk",1,0,FALSE,0,USRepRHinojosa1.85e+173/29/2012 22:19,london
RepDianeBlack,8.82E+17,7/4/2017 20:47,12/9/2018 14:01,White County High School marching band represented #TN06 in the DC #July4th parade this yr- we are SO proud! VIDEO: https://t.co/3BlbvycVDv,4,21,FALSE,0,RepDianeBlack8.82e+177/4/2017 20:47,london
SenCapito,1.02E+18,7/9/2018 19:06,11/29/2018 16:25,"Had a blast this weekend at home in #WV w/ some of our grandkids. From spending the day at beautiful Sutton Lake to exploring the exhibits at The @claycenter to meeting pirates and princesses at the @wv_power game, we loved every minute of it! #ExhaustedGrandparents https://t.co/BktVrXH1aO",7,34,FALSE,0,SenCapito1.02e+187/9/2018 19:06,london
RepJoeKennedy,3.30E+17,5/2/2013 19:57,12/6/2018 13:15,One more reminder about Texas Instruments town hall in #Attleboro for former employees + family tomorrow night. http://t.co/AFs9zH099z,1,0,FALSE,0,RepJoeKennedy3.3e+175/2/2013 19:57,london
RepMoBrooks,8.86E+17,7/14/2017 15:56,11/28/2018 13:44,RT @HouseGOP: The #FY18NDAA has PASSED and the time to #rebuild our military is now. Listen in for more <U+2192> https://t.co/sX3Art8gpA,113,0,FALSE,0,RepMoBrooks8.86e+177/14/2017 15:56,london
marcorubio,6.46E+17,9/21/2015 16:43,12/6/2018 12:41,@The_Dapper_1 Thanks for welcoming me to your beautiful city. Having a great time meeting so many Georgians!,1,10,FALSE,0,marcorubio6.46e+179/21/2015 16:43,london
RepAdamSchiff,5.15E+17,9/25/2014 16:06,11/30/2018 5:58,Momentum is irresistible that we'll have vote on war authorization in lame duck session. We should be called back. http://t.co/7gczEYh0WH,1,0,FALSE,0,RepAdamSchiff5.15e+179/25/2014 16:06,london
RepAndyHarrisMD,6.42E+17,9/11/2015 14:46,11/28/2018 18:01,On with @C4Show now. Tune in to @wbalradio,0,0,FALSE,0,RepAndyHarrisMD6.42e+179/11/2015 14:46,london
RepHuizenga,3.01E+16,1/26/2011 1:34,12/6/2018 13:13,"@hansenclarke has a great seat and couldn't get anyone to switch with me (I don't blame them) so we could sit together. Oh well, we tried.",0,0,FALSE,0,RepHuizenga3.01e+161/26/2011 1:34,london
DonaldNorcross,6.72E+17,12/1/2015 20:56,12/9/2018 12:49,"The @DeptVetAffairs makes changes to #veterans choice. But, it doesn't go far enough. #news release on my reaction
https://t.co/l7WatbHcYy",0,0,FALSE,0,DonaldNorcross6.72e+1712/1/2015 20:56,london
RepEsty,1.00E+18,5/24/2018 17:13,11/29/2018 20:09,"Improving our nation’s water quality should continue to be a priority for Congress. That is why I released the following statement today, regarding the Water Resources and Development Act (WRDA) of 2018. I am proud to say that three of my amendments were added to the bill! https://t.co/n2AwWyckDc",2,5,FALSE,0,RepEsty1e+185/24/2018 17:13,london
HerreraBeutler,9.90E+17,4/26/2018 17:25,11/28/2018 18:15,Pleased we passed this bill to save our dams &amp; salmon. https://t.co/16jDDg4I4m,3,12,FALSE,0,HerreraBeutler9.9e+174/26/2018 17:25,london
JohnBoozman,7.58E+17,7/27/2016 16:54,12/9/2018 13:08,I appreciated the opportunity to address Benton #veterans. Thanks for being there. https://t.co/UdPQWkBMsu,2,4,FALSE,0,JohnBoozman7.58e+177/27/2016 16:54,london
SteveDaines,7.42E+17,6/13/2016 23:16,12/9/2018 15:47,Great news to see passage of important bipartisan bill that protects our economic and environmental resources. https://t.co/7T3Tl3Cz11,2,0,FALSE,0,SteveDaines7.42e+176/13/2016 23:16,london
McConnellPress,5.81E+17,3/26/2015 22:10,12/9/2018 13:31,#BBN #GoCats http://t.co/NLl5qNLnh2,5,5,FALSE,0,McConnellPress5.81e+173/26/2015 22:10,london
RepSinema,7.91E+17,10/24/2016 13:00,12/9/2018 14:48,Happy birthday @RepLujanGrisham!,1,1,FALSE,0,RepSinema7.91e+1710/24/2016 13:00,london
RepMarkWalker,8.53E+17,4/14/2017 18:48,11/30/2018 8:28,RT @drtonyevans: A lot can happen in three days.,414,0,FALSE,0,RepMarkWalker8.53e+174/14/2017 18:48,london
SenFeinstein,8.75E+17,6/13/2017 18:32,12/9/2018 15:22,I’m ready to question Jeff Sessions. The attorney general appears before the Intelligence Committee shortly. Watch: https://t.co/utu0JSGFgU,173,766,FALSE,0,SenFeinstein8.75e+176/13/2017 18:32,london
alanlowenthal,2.52E+17,9/28/2012 23:13,11/28/2018 20:48,"Very happy about this. MT @CaliforniaEPA: CA Clean Car Milestone: State presents 10,000th zero-emission vehicle rebate. http://t.co/Z4BN1NKF",0,0,FALSE,0,alanlowenthal2.52e+179/28/2012 23:13,london
TulsiPress,7.45E+17,6/21/2016 18:14,12/9/2018 15:54,"Wishing the millions of people celebrating #YogaDay around the world today peace, love, and #aloha –TG",30,58,FALSE,0,TulsiPress7.45e+176/21/2016 18:14,london
SenatorTester,7.05E+17,3/3/2016 16:30,11/30/2018 7:15,I've secured assurance from the VA they’ll send a team to MT this month &amp; address issues #veterans are having w/ the Choice Program. #mtpol,1,1,FALSE,0,SenatorTester7.05e+173/3/2016 16:30,london
RepGwenMoore,1.59E+17,1/17/2012 19:23,12/6/2018 13:12,I'll be on the Ed Schultz Radio Show in about 10 minutes. Tune in http://t.co/WGlJibnp,2,0,FALSE,0,RepGwenMoore1.59e+171/17/2012 19:23,london
SenCoryGardner,9.86E+17,4/16/2018 16:03,12/9/2018 15:20,"Coloradans know tax relief has delivered more than just """"""""crumbs."""""""" Included in the tax relief bill is a less known p… https://t.co/ydlimKofah",16,58,FALSE,0,SenCoryGardner9.86e+174/16/2018 16:03,london
dinatitus,9.24E+17,10/28/2017 20:14,11/30/2018 7:43,<U+0001F47B> Spooktacular happenings <U+0001F383> #OnlyInDistrict1 https://t.co/vWNEkYOgUt,1,0,FALSE,0,dinatitus9.24e+1710/28/2017 20:14,london
TomCottonAR,4.15E+17,12/22/2013 2:19,11/29/2018 18:09,"Please click here for our Christmas message, and to send your thanks to our troops! http://t.co/QxNCRClL1C",8,2,FALSE,0,TomCottonAR4.15e+1712/22/2013 2:19,london
RepKevinBrady,1.01E+18,6/14/2018 19:10,11/29/2018 15:35,RT @WaysandMeansGOP: Chairman @RepKevinBrady's full floor remarks on the #STOPact — a bill to help block #opioids from flowing into our com…,11,0,FALSE,0,RepKevinBrady1.01e+186/14/2018 19:10,london
JudgeTedPoe,2.81E+17,12/19/2012 17:40,12/6/2018 12:29,http://t.co/ht2F4PlU http://t.co/FUrgnf3h,2,0,FALSE,0,JudgeTedPoe2.81e+1712/19/2012 17:40,london
RepDelBene,6.21E+17,7/13/2015 21:18,11/29/2018 18:56,Are you on Instagram? Follow me to see what I’m doing in the beautiful #WA01! http://t.co/iWOk8DjbYC,7,6,FALSE,0,RepDelBene6.21e+177/13/2015 21:18,london
GrassleyPress,1.02E+18,7/20/2018 20:23,11/29/2018 21:39,".@TheHill op-ed: @EPAAWheeler should consult with supporters of the #RFS, including Agriculture Secretary @SecretarySonny and Senators @ChuckGrassley and @SenJoniErnst https://t.co/SSsLxgCokw",8,5,FALSE,0,GrassleyPress1.02e+187/20/2018 20:23,london
RepByrne,9.48E+17,1/2/2018 22:05,12/9/2018 13:49,Joining @LeniseLigon live on @FOX10News shortly to recap some accomplishments from 2017 and look ahead to 2018. Tune in!,2,1,FALSE,0,RepByrne9.48e+171/2/2018 22:05,london
RepThompson,9.21E+17,10/18/2017 16:36,11/30/2018 7:29,"RT @femaregion9: #IndividualAssistanceTip: We've covered quite a bit. If you have questions on the full process, we have answers here https…",2,0,FALSE,0,RepThompson9.21e+1710/18/2017 16:36,london
RepLoisFrankel,8.24E+17,1/24/2017 20:12,11/29/2018 20:40,"The women of America are on the march and we will not retreat! We will #ProtectOurCare &amp; fight for our access to affordable, safe abortions. https://t.co/drIjI4l6fA",20,26,FALSE,0,RepLoisFrankel8.24e+171/24/2017 20:12,london
RepBrianHiggins,7.62E+17,8/5/2016 15:18,11/29/2018 22:40,Huge News: Sumitomo Rubber to invest $87M over the next 4 yrs in former Dunlop Plant https://t.co/WnXMd4dv5W,3,3,FALSE,0,RepBrianHiggins7.62e+178/5/2016 15:18,london
Erik_Paulsen,1.03E+18,8/9/2018 21:16,11/28/2018 22:48,Another reason to support Erik Paulsen: his bill 'The Don’t Tax Our Fallen Public Safety Heroes Act' makes sure the death benefits of officers killed in duty are not taxed. https://t.co/2jeWdZWngX,5,10,FALSE,0,Erik_Paulsen1.03e+188/9/2018 21:16,london
RepJasonLewis,1.03E+18,8/22/2018 14:03,11/28/2018 20:36,"3.7 million jobs have been created since November 2016 thanks to Republican pro-growth policies, and unemployment is at the lowest it has been in nearly 20 years. Minnesota employers added over 11,000 jobs alone this past July, and it’s great to see our state thrive! #MN02 https://t.co/SAPsQQgAXo",27,49,FALSE,0,RepJasonLewis1.03e+188/22/2018 14:03,london
davidcicilline,5.56E+17,1/16/2015 20:13,12/9/2018 12:48,My press assistant w/me to Newsmakers taping &amp; they give her defective chair that crashes to floor while she's in it.  @TedNesi @TimWhiteRI,0,4,FALSE,0,davidcicilline5.56e+171/16/2015 20:13,london
DavidJollyFL,1.03E+18,8/12/2018 11:44,11/29/2018 23:42,"@CowtownTiger @armandodkos @MichaelAvenatti I dont disagree w anything you just said. My only point, and it's a serious one, is that we not mistake tactics for qualifications. They are entirely different skills. We already have a President who succeeded on tactics yet lacked the qualifications for office.",0,8,FALSE,0,DavidJollyFL1.03e+188/12/2018 11:44,london
jackiewalorski,7.15E+17,3/29/2016 15:44,11/29/2018 2:04,https://t.co/SZjRkjuuN7,0,1,FALSE,0,jackiewalorski7.15e+173/29/2016 15:44,london
RepCarbajal,9.89E+17,4/24/2018 16:11,11/28/2018 14:14,"From the #FarmBill negotiations to building water infrastructure that can adapt to droughts &amp; the threats of climate change, I have fought to make sure the voices and priorities of Central Coast farmers are being represented in Congress. 

Read more <U+0001F447>",5,10,FALSE,0,RepCarbajal9.89e+174/24/2018 16:11,london
rosadelauro,1.98E+17,5/2/2012 17:55,12/9/2018 15:03,DeLauro Hears From Middletown Small Business Owners: http://t.co/poqXSiV3,0,0,FALSE,0,rosadelauro1.98e+175/2/2012 17:55,london
SenDeanHeller,4.72E+17,5/30/2014 15:57,12/9/2018 15:21,My full statement regarding the resignation of @DeptVetAffairs Secretary Shinseki: http://t.co/7tRaz0wy4P,3,1,FALSE,0,SenDeanHeller4.72e+175/30/2014 15:57,london
DennyHeck,11500903193,4/2/2010 21:17,11/28/2018 18:03,http://bit.ly/aJrogI,0,0,FALSE,0,DennyHeck115009031934/2/2010 21:17,london
Sewell4Congress,5.25E+17,10/21/2014 23:15,11/29/2018 0:34,Financial Literacy Forum on home mortgages happening now at the Birmingham Civil Rights Institute! http://t.co/xxiAA6X9iU,2,4,FALSE,0,Sewell4Congress5.25e+1710/21/2014 23:15,london
tedcruz,9.04E+17,9/3/2017 17:48,12/9/2018 15:50,"The devastation we've seen this week has been heartbreaking. Together, we will get through this:… https://t.co/r9UWG1SI5I",261,1204,FALSE,0,tedcruz9.04e+179/3/2017 17:48,london
Grace4NY,8.77E+17,6/20/2017 1:57,11/28/2018 21:47,"RT @APALAnational: #RememberVincentChin because 35 years ago, a man was beaten to death with a baseball bat because he looked Asian https:/…",23,0,FALSE,0,Grace4NY8.77e+176/20/2017 1:57,london
repjohnlewis,5.91E+17,4/21/2015 22:41,11/28/2018 20:36,We cannot be silent while our brothers and sisters lose their lives. #March2Justice http://t.co/xDcb3Ip40e,290,265,FALSE,0,repjohnlewis5.91e+174/21/2015 22:41,london
SenGillibrand,1.02E+18,7/25/2018 18:26,12/9/2018 15:23,"With so much on the line right now, from lifesaving gun safety reform to women’s access to health care, electing wo… https://t.co/XHRyOFWiNV",26,116,FALSE,0,SenGillibrand1.02e+187/25/2018 18:26,london
SenGillibrand,4.09E+17,12/6/2013 18:49,12/6/2018 14:03,"Also helped out at #Cortland Loaves &amp; Fishes soup kitchen, which serves hot meals to #NY'ers in need: http://t.co/OV3WmpJJCB",4,3,FALSE,0,SenGillibrand4.09e+1712/6/2013 18:49,london
RepWalorski,5.21E+17,10/10/2014 13:00,11/30/2018 8:29,"@JGfortwayne - """""""" @RepStutzman
Walorski back #RV industry with bill""""""""
http://t.co/A8kaDmshuo",0,0,FALSE,0,RepWalorski5.21e+1710/10/2014 13:00,london
jasonaltmire,9.92E+17,5/3/2018 19:59,11/29/2018 12:10,@ForecasterEnten <U+0001F64B><U+0001F3FC><U+200D><U+2642><U+FE0F>&lt;— Don’t forget this one! I’m particularly fond of that 2006 campaign season.,0,5,FALSE,0,jasonaltmire9.92e+175/3/2018 19:59,london
SenBlumenthal,1.05E+18,10/7/2018 20:52,12/9/2018 15:19,"“Without a moral compass, we are all lost.” Thank you to my brave constituent, Kerry Berchem, who came to the FBI w… https://t.co/ri3dZbMVKG",4308,9090,FALSE,0,SenBlumenthal1.05e+1810/7/2018 20:52,london
MaryLandrieu,5.23E+17,10/15/2014 21:56,11/28/2018 20:03,A New Orleans tradition: the Prince of Wales Social Aid &amp; Pleasure Club is w/ Mary during their annual second line! http://t.co/s1vs9ZitRM,4,2,FALSE,0,MaryLandrieu5.23e+1710/15/2014 21:56,london
RonPaul,8.14E+17,12/28/2016 15:18,12/9/2018 15:03,The Roadblocks That Trump Will Face https://t.co/l0vhunvVDG https://t.co/6tRr83LJBw,38,67,FALSE,0,RonPaul8.14e+1712/28/2016 15:18,london
DarrellIssa,4.88E+16,3/18/2011 15:26,12/6/2018 12:01,AmericanJobCreators.com in action! MT @DesJarlaisTN04 I've launched my #Tennessee #Job Creators tour http://j.mp/TennesseeJobCreators,1,0,FALSE,0,DarrellIssa4.88e+163/18/2011 15:26,london
SenatorHassan,7.07E+17,3/8/2016 17:42,12/6/2018 13:57,"Governor Hassan, Harbor Homes and @NHHFA Announce Housing Choice Vouchers to Veterans Initiative https://t.co/eqkjWO1oUj",4,4,FALSE,0,SenatorHassan7.07e+173/8/2016 17:42,london
RepJimRenacci,9.82E+17,4/6/2018 15:30,11/30/2018 4:43,My office is currently collecting our Veterans' stories for the @librarycongress as part of the Veterans History Project at the Medina County Office for Older Adults until 4 PM today. Here are some photos from our interviews so far: https://t.co/BLboa8flP2,2,4,FALSE,0,RepJimRenacci9.82e+174/6/2018 15:30,london
RobertPittenger,7.09E+17,3/14/2016 15:58,11/28/2018 23:02,I'm honored to have Financial Committee Chairman Jeb Hensarling's endorsement. I will continue to lean on my... https://t.co/jRmYITYws3,0,0,FALSE,0,RobertPittenger7.09e+173/14/2016 15:58,london
EdTowns,1.32E+17,11/3/2011 14:50,11/29/2018 1:35,We must invest more into NIH research so that we can continue to achieve successes in the fight against deadly disease http://t.co/FnyldfR3,0,0,FALSE,0,EdTowns1.32e+1711/3/2011 14:50,london
senorrinhatch,8.75E+17,6/15/2017 20:10,12/6/2018 14:13,The EARNS Act trains people for the high skilled jobs of the future. #workforceweek #utpol https://t.co/QbfPgddRBG,2,7,FALSE,0,senorrinhatch8.75e+176/15/2017 20:10,london
RepMimiWalters,9.70E+17,3/3/2018 18:09,11/30/2018 8:29,Another major benefit of #TaxReform:  New incentives to grow jobs and opportunity in some of California's poorest neighborhoods.     https://t.co/lnfAH8D6aT,20,9,FALSE,0,RepMimiWalters9.7e+173/3/2018 18:09,london
JohnCarneyDE,1.00E+18,6/5/2018 17:23,11/28/2018 14:26,"Watch live as we launch full-scale sports betting in #Delaware. 

<U+27A1><U+FE0F>https://t.co/E6dD0SpdLD
or
<U+27A1><U+FE0F>https://t.co/IiE5ngvpFt https://t.co/gn2LRU94k8",6,9,FALSE,0,JohnCarneyDE1e+186/5/2018 17:23,london
SenatorTomUdall,4.52E+17,4/4/2014 19:31,12/9/2018 15:18,I joined @SenateApprops 2 fight 4 #NM priorities. Here's an update on my work as we begin planning for 2015 http://t.co/ePlqgBXXkz,3,2,FALSE,0,SenatorTomUdall4.52e+174/4/2014 19:31,london
gracenapolitano,1.04E+18,9/10/2018 18:53,11/28/2018 22:17,"World #SuicidePrevention Day reminds us that mental illness knows no boundaries, no matter your country of origin, age, socioeconomic status, or ZIP code. It affects all of us, and we must end the stigma, shame &amp; silence. It is always okay to ask for help! @800273TALK #WSPD2018",1,7,FALSE,0,gracenapolitano1.04e+189/10/2018 18:53,london
SenBobCorker,4.41E+17,3/3/2014 14:54,11/29/2018 17:54,#WSJ article today says #Fannie &amp; #Freddie profitable because of government support. #GSEreform http://t.co/N3v0w80Aw3,8,2,FALSE,0,SenBobCorker4.41e+173/3/2014 14:54,london
PatToomey,6.62E+17,11/3/2015 23:22,11/30/2018 7:46,Polls are open till 8 p.m. Tonight! Look for your closest polling place at https://t.co/MTO6AyryEg,2,2,FALSE,0,PatToomey6.62e+1711/3/2015 23:22,london
RepBera,6.47E+17,9/23/2015 16:23,12/9/2018 13:46,My wife Janine &amp; I were incredibly honored to attend @WhiteHouse ceremony to welcome Pope Francis. http://t.co/pk5HBKqTJ7,4,11,FALSE,0,RepBera6.47e+179/23/2015 16:23,london
RepBradAshford,7.36E+17,5/27/2016 13:30,11/29/2018 12:11,Stop by our Mobile Office in La Vista and ask our staff your questions about federal agencies and programs. https://t.co/nSvaZ10zK9,3,0,FALSE,0,RepBradAshford7.36e+175/27/2016 13:30,london
RepJoseSerrano,6.57E+17,10/20/2015 18:33,11/30/2018 6:13,RT @SenatorSerrano: Great mtg today w/ staff from @nycHealthy! We discussed ways to combat #HealthDisparities in #EastHarlem #ElBarrio. htt…,1,0,FALSE,0,RepJoseSerrano6.57e+1710/20/2015 18:33,london
JudgeCarter,6432966851,12/7/2009 15:14,12/6/2018 12:29,China's carbon emissions restraint would go unverified http://amplify.com/u/13uq,1,0,FALSE,0,JudgeCarter643296685112/7/2009 15:14,london
LandryForLA,5.20E+17,10/8/2014 12:22,11/28/2018 20:04,"Please join me at 7:30 on these radio stations: KWLV, KZBL, KBDU and KVCL, where I will be speaking with Ted Dumas this morning.",0,0,FALSE,0,LandryForLA5.2e+1710/8/2014 12:22,london
RepSteveIsrael,7.08E+17,3/9/2016 23:00,12/9/2018 14:49,Met with constituents Anna and Kevin Slowik about difficult to treat LGS form of #epilepsy https://t.co/V6B57NjXwY,1,3,FALSE,0,RepSteveIsrael7.08e+173/9/2016 23:00,london
SenThomTillis,1.05E+18,10/2/2018 17:09,11/30/2018 7:43,"RT @NCFarmBureau: Congratulations to @SenThomTillis, who was presented the Friend of #FarmBureau Award from @NCFarmBureau President Larry W…",12,0,FALSE,0,SenThomTillis1.05e+1810/2/2018 17:09,london
mike_pence,3264642024,8/12/2009 12:55,12/9/2018 13:32,About to start our Radio Town Hall on WIBC's Garrison (9am to noon EDT) ... online at http://bit.ly/jP79U,0,0,FALSE,0,mike_pence32646420248/12/2009 12:55,london
Call_Me_Dutch,8.22E+17,1/18/2017 21:25,11/30/2018 5:29,"Happy Birthday, @RepCummings! Remember, 66 is the new 46!!",3,13,FALSE,0,Call_Me_Dutch8.22e+171/18/2017 21:25,london
RepWilson,5.39E+17,11/29/2014 15:21,12/9/2018 15:01,Students Protest Nation’s Woes As Jonathan Visits South West. http://t.co/DHiWTAzQXV #BringBackOurGirls #JoinRepWilson,3,1,FALSE,0,RepWilson5.39e+1711/29/2014 15:21,london
SenBooker,9.59E+17,1/31/2018 21:19,11/29/2018 15:33,RT @Genius: major shoutout to @corybooker for hopping on genius to annotate trump’s #SOTU speech from last night with straight <U+0001F4E0> https://t.…,248,0,FALSE,0,SenBooker9.59e+171/31/2018 21:19,london
McConnellPress,3.24E+17,4/15/2013 19:49,12/6/2018 12:44,Prayers for the people of Boston &amp; runners/spectators at the marathon. Thanks to the first responders and volunteers on the scene now.,16,8,FALSE,0,McConnellPress3.24e+174/15/2013 19:49,london
RepFitzpatrick,5.21E+17,10/10/2014 12:00,11/29/2018 20:25,Proud to address CADCA members at their national  #DrugFreeKidsCampaign Awards and recognize the commitment of... http://t.co/cESFHoOp5b,1,3,FALSE,0,RepFitzpatrick5.21e+1710/10/2014 12:00,london
SenShelby,7.20E+17,4/12/2016 20:27,11/29/2018 0:34,"Plasmine Technology, Inc., Revere Control Systems, &amp; @Austal_USA were named #AL's top manufacturers by @BCAToday. Congratulations!",3,2,FALSE,0,SenShelby7.2e+174/12/2016 20:27,london
RepJohnDelaney,5.83E+17,4/1/2015 17:16,11/29/2018 18:54,Delaney to Host Veterans Constituent Services Workshop in Hagerstown  http://t.co/SIoJ3pjNB9,0,2,FALSE,0,RepJohnDelaney5.83e+174/1/2015 17:16,london
repjimcooper,2.53E+16,1/12/2011 18:06,11/28/2018 14:59,We can and must do a better job at warning people of the potential for dangerous flooding.  http://tinyurl.com/4j634az,1,0,FALSE,0,repjimcooper2.53e+161/12/2011 18:06,london
SenatorDurbin,6.08E+17,6/8/2015 14:40,12/6/2018 13:57,MORNING READ: http://t.co/HDKm6WezBi Important investments in protecting Lake Michigan’s Shoreline for future generations #whatimreading,4,1,FALSE,0,SenatorDurbin6.08e+176/8/2015 14:40,london
Scotttaylorva,4.18E+17,12/31/2013 12:58,12/6/2018 13:48,“@b_jimb: @Scotttaylorva Honored to follow you Scott! Keep up the great work you are doing for Vets past and present!” Thank you!,0,1,FALSE,0,Scotttaylorva4.18e+1712/31/2013 12:58,london
RepWesterman,7.36E+17,5/26/2016 12:13,12/9/2018 15:00,"We'll be discussing Puerto Rico, the federal budget, President Obama's transgender restroom policy, and more. #ar4 #arnews @cspan",1,2,FALSE,0,RepWesterman7.36e+175/26/2016 12:13,london
SenatorCarper,8.37E+17,3/1/2017 20:05,11/29/2018 16:39,"RT @MurielBowser: #DCStatehood has now been sent to the Congress

Thank you @SenatorCarper &amp; @EleanorNorton for your leadership 

https://t…",42,0,FALSE,0,SenatorCarper8.37e+173/1/2017 20:05,london
ScottPetersSD,9.15E+17,10/3/2017 18:35,11/30/2018 3:57,RT @NealBloom: 133 billion pounds of food is wasted a year. Now it's getting turned into vodka by @MisadventureCo of San Diego  https://t.c…,3,0,FALSE,0,ScottPetersSD9.15e+1710/3/2017 18:35,london
RepByrne,5.18E+17,10/2/2014 13:42,12/6/2018 12:58,"While I was checking out Alabama-made ships in San Diego, back in Mobile @Austal_USA was launching the newest JHSV! http://t.co/2DHp0NjDPg",2,1,FALSE,0,RepByrne5.18e+1710/2/2014 13:42,london
tammybaldwin,3.68E+17,8/14/2013 20:50,11/29/2018 12:27,RT @paulgeenen: #sciencesayso #actionaugust @SenatorBaldwin Thank you Tammy Baldwin for your leadership on climate change....,4,2,FALSE,0,tammybaldwin3.68e+178/14/2013 20:50,london
rosadelauro,7.07E+17,3/8/2016 14:37,11/29/2018 18:55,"We cannot afford to wait to act when addiction affects the lives of so many of our neighbors, friends, and families. https://t.co/IYzhnhetAj",4,8,FALSE,0,rosadelauro7.07e+173/8/2016 14:37,london
RepAdamSmith,4.74E+17,6/2/2014 16:32,11/30/2018 6:44,RT @WomenLegisLobby: WA State Sen. @KarenKeiser1: Kudos to @RepAdamSmith for taking lead on #Pentagon #budget savings http://t.co/09PbpeTJa…,3,0,FALSE,0,RepAdamSmith4.74e+176/2/2014 16:32,london
SenatorTomUdall,1.63E+17,1/26/2012 18:59,12/6/2018 14:00,Corporations are dominating our elections. I'm with colleagues on the Senate floor calling for campaign finance reform. #bythepeople,15,1,FALSE,0,SenatorTomUdall1.63e+171/26/2012 18:59,london
tedcruz,1.03E+18,8/24/2018 17:15,11/29/2018 18:25,RT @SebasAHerrera: Here’s @tedcruz and @JohnCornyn talking to the press about the Army’s new Futures Command high-tech center in Austin. Th…,152,0,FALSE,0,tedcruz1.03e+188/24/2018 17:15,london
RepSusanDavis,1.05E+18,10/9/2018 20:01,11/28/2018 15:44,"Took part in East County Economic Summit with the East County Chamber &amp; East County Economic Development Council where we discussed ideas on growing east county's economy. While the economy is booming for some, too many are not feeling the benefits. We can start by raising wages. https://t.co/6jIBjXyAow",4,8,FALSE,0,RepSusanDavis1.05e+1810/9/2018 20:01,london
TulsiGabbard,9.57E+17,1/26/2018 16:25,12/9/2018 15:53,"I loved visiting the kids in Farrington High School’s Friends program - they’re bringing together students, standin… https://t.co/gGR60dOVl7",47,169,FALSE,0,TulsiGabbard9.57e+171/26/2018 16:25,london
auctnr1,1.07E+18,11/27/2018 14:29,11/30/2018 1:26,RT @MZHemingway: Very much worth watching Jim Acosta's performance here and how it looks in retrospect somehow even worse than it looked at…,3801,0,FALSE,0,auctnr11.07e+1811/27/2018 14:29,london
ScottPetersSD,2.52E+17,9/30/2012 15:28,12/9/2018 15:05,#aidswalk ing http://t.co/folAZVCF,0,0,FALSE,0,ScottPetersSD2.52e+179/30/2012 15:28,london
rosadelauro,3.35E+17,5/15/2013 17:01,12/9/2018 15:04,@repdavidscott thanks for your great remarks in support of #SNAP and veterans,0,0,FALSE,0,rosadelauro3.35e+175/15/2013 17:01,london
MarkKirk,7.17E+17,4/5/2016 20:07,11/28/2018 19:34,“60% agree with Kirk’s position that we should not allow Syrian refugees into the U.S. until it can be done safely.” https://t.co/NFyDPZRWp8,0,0,FALSE,0,MarkKirk7.17e+174/5/2016 20:07,london
Dennis_Kucinich,7.34E+16,5/25/2011 15:31,11/28/2018 19:48,Libya - How We End the War. Please sign this petition. http://kucinich.us/libya,36,7,FALSE,0,Dennis_Kucinich7.34e+165/25/2011 15:31,london
