,screen_name,text,date,retweets,favorites,polarizing,chamber,party
197,SpeakerBoehner,"No, Senator Reid. Supporting our troops &amp; their families isn’t a “waste of time.” http://t.co/2dM4MEZ2lA",2015-06-04 00:22:00,34,34,0,House,R
29,DarrenSoto,"RT @FlaDems: .@DarrenSoto ""“Rick Scott kicking Puerto Rican evacuees out of his last event in Kissimmee tells everyone all they need to kno…",2018-05-01 16:55:00,69,0,0,,
128,RepFincherTN08,RT @MattGerienFox13: We've talked to @RepCohen @RepFincherTN08 @SenBobCorker @SenAlexander today lots of opinions hear them all on Fox 13 N…,2013-10-16 20:48:00,2,0,0,House,R
86,DanaRohrabacher,Merry Christmas from the Rohrabacher Family - https://t.co/1Ny87phyKF,2015-12-25 19:00:00,5,12,0,House,R
8,ConawayTX11,It has been a great week in the district – very honored & humbled to represent such great Texans!,2011-05-20 14:32:00,0,0,0,House,R
15,RepSusieLee,"To truly honor the sacrifice of our fallen heroes, we must be there to support their families. 

The Widow’s Tax does just the opposite, putting an unfair financial burden on loved ones who have gone through so much. It’s time to #AxeWidowsTax https://t.co/lPh6XOKZmb",2019-09-27 00:00:00,5,14,0,,
4,GrothmanforWI,"Northeast Wisconsin businesses are hoping to work with Foxconn. Experts believe that Foxconn could invest $1.4 billion in our state, creating jobs, developing our communities &amp; spurring growth. For the families of the 6th district, this is excellent news. https://t.co/AwT5NCldpn",2018-02-02 22:45:00,4,6,0,,
95,DWStweets,"This data from @HealthyFla is alarming. I helped secure funds for wraparound mental health services for students in @AppropsDems Labor-HHS-Education bill, but more must be done to ensure our young people have the supports they need.

https://t.co/IsZY4MfIuD https://t.co/Dhgvl3DnR8",2019-05-19 14:31:00,11,25,1,House,D
36,RepLindaSanchez,"RT @DemsEspanol: El presupuesto del @SenateGOP allana el camino para otorgarle recortes fiscales a los millonarios, perjudicando a las fami…",2017-10-20 21:01:00,13,0,0,House,D
15,RepErikPaulsen,Glad to see the House and the Senate are going to conference on a #TaxReform plan to grow the American people’s wages and the economy!,2017-12-05 18:02:00,8,43,0,House,R
73,HillaryClinton,RT @BillClinton: Looking forward to the second day of @ClintonFdn's San Juan event on post-disaster recovery in the Caribbean. Hope you'll…,2019-01-30 14:03:00,764,0,0,Senate,D
134,RoKhanna,"Instead of letting Rs divide us on immigration, let’s make the difference crystal clear. Every single Democrat supported the Keep Families Together Act which makes it illegal to separate children from their parents. Republicans oppose this bill. https://t.co/BGnNHqkJdw",2019-07-03 16:22:00,36,97,1,,
94,RepAdamSmith,I stand with the students across the country who are walking out of their classrooms today to call for responsible legislation to stop #GUNviolence in America. #NeverAgain #StudentsDemandAction https://t.co/pXwnCSzcnF,2018-03-14 13:56:00,29,73,0,House,D
9,RepAlGreen,"The Court has spoken on Trump’s horrible policy designed to separate Latino children from their parents. However, the final judge of the President’s legacy will be history. A legacy ripe with bigotry. #FamiliesBelongTogether #ImpeachmentIsNotDead",2018-07-28 15:17:00,54,150,1,House,D
0,RepLaHood,RT @ILFarmBureau: What an opportunity for a listening session with @SecretarySonny while the @FPShow is happening - thanks to @RodneyDavis…,2019-08-28 13:46:00,7,0,0,House,R
61,RepKarenBass,"While working to reverse years of progress we’ve made to protect our planet, Scott Pruitt has lived off of a lobbyist and spent more than $100,000 on flights &amp; $25,000 on a phone system for his office. Yesterday, I demanded he be fired immediately. #FirePruitt https://t.co/wAs2HKoRP6",2018-04-07 16:39:00,241,533,1,House,D
11,golden4congress,RT @FranklinMEDems: So glad to see that @golden4congress is holding a town meeting even before he's elected. Clearly he knows that accessib…,2018-05-07 01:19:00,8,0,0,House,
34,CapitoforWV,"Check out Senator Capito on @AmericaNewsroom in this week's Capito Capitol Update:
https://t.co/jNMjE71Nu3 https://t.co/Opl3cadJ3T",2019-01-12 18:58:00,3,2,0,,
102,ChrisPappasNH,The Governor &amp; Council will be in session at the State House on Wednesday considering these 49 items: https://t.co/8ACeRlEOWB #NHpolitics,2017-10-23 17:06:00,6,2,0,,
35,RepSinema,Happy birthday Rep. @RobWittman!,2017-02-03 13:00:00,0,1,0,House,D
126,JacksonLeeTX18,"RT @JohnBerman: JUST NOW: ""That’s a lie.  I don't know if he knows it's a lie or whether he is telling himself this is true, whether his st…",2019-02-20 14:48:00,2649,0,1,House,D
125,RepJoeKennedy,"RT @civilrightsorg: Here's what @RepJoeKennedy and @RepSeanMaloney think about tomorrow's ""ugly"" @GOPoversight #FADA hearing. https://t.co/…",2016-07-11 17:30:00,9,0,1,House,D
37,KeithRothfus,RT @KayColesJames: The Green New Deal is less about climate change and more about a massive expansion of government power—paid for by the A…,2019-02-12 18:55:00,93,0,0,House,R
16,cbrangel,Thx @Quartz for encouraging students to #studyabroad &amp; for mentioning Rangel International Affairs program. http://t.co/cfHUjLM40f,2015-07-13 21:07:00,3,2,0,House,D
4,Douglas_Collins,"My question would be, to the senator, is why would you want to spend money doing the same way, the same way and getting a worse result—why would we want to continue doing that? https://t.co/IIeaM88QWL",2018-12-13 16:35:00,1,4,0,,
12,JohnGaramendi,"Story on yesterday's UC Regents meeting, with protests, arrests, and passionate appeals from parents and students. http://bit.ly/ucfees",2009-09-17 15:15:00,0,0,0,,
57,BennieGThompson,Protecting Our FUTURE Act of 2019 https://t.co/z0a8fY4CPW via @YouTube,2019-09-26 22:07:00,0,3,0,House,D
22,RepTomSuozzi,"I met with @NorthportVAMC's New Acting Director Dr. Cathy Cruise yesterday.

I am dedicated to ensuring that our VA becomes a model for the rest of the nation and look forward to working with Dr. Cruise moving ahead. https://t.co/HHLT7mHTrc",2018-08-30 13:51:00,2,3,0,House,D
102,JohnDingell,Let’s talk about this for a minute. https://t.co/6qjcXoVdFb,2018-04-27 00:46:00,264,804,0,House,D
44,RepAndreCarson,"My heart is breaking for the people of Charleston. Today, prayers are needed but action is required. If u know anything please come forward",2015-06-18 13:51:00,17,9,0,House,D
3,RepLaHood,@KHQAAbigael thanks for the RT. Heading your way now for the first round table. Hope to see @KHQA this morning!,2016-05-02 12:49:00,0,3,0,House,R
50,Abby4Iowa,Hey @IowaGOP how are those efforts to recruit young people and grow our work force going? Think before you vote https://t.co/oVeikOPueE,2017-01-31 02:38:00,2,12,0,,
4,JimInhofe,Read my full statement here ➡️https://t.co/9egP4z5BbM,2019-08-21 20:08:00,39,112,0,Senate,R
46,RepRatcliffe,Congrats to Sherman High School's percussion ensemble for being picked to perform at prestigious national festival: https://t.co/00wusjegTM,2016-07-27 16:14:00,2,2,0,House,R
22,JasonSmithMO,@MOFarmBureau fully behind #2018FarmBill. Show-Me State farmers know this legislation will strengthen Missouri agriculture. https://t.co/IfLdUGfd31,2018-05-10 14:10:00,1,3,0,,
76,RepBradAshford,I'm committed to working to pass bipartisan legislation that will connect our veterans with high-paying jobs. #NE02 https://t.co/qYrKD3KU9O,2016-09-01 19:00:00,1,0,0,House,D
160,RoyBlunt,Great news for Missouri https://t.co/TvryuTMQrG,2018-10-25 21:01:00,5,9,0,Senate,R
97,brianschatz,"RT @SenSchumer: If they're serious on climate change:

The Chamber of Commerce could use its influence to convince the Trump administration…",2019-06-05 23:33:00,276,0,0,Senate,D
86,JimDeMint,"DC can be a tough place, but a true joy is working with dedicated, talented staff like those at Heritage. Proud of all they have done.",2017-05-03 15:34:00,122,436,0,Senate,R
88,RepCharlieCrist,Drilling off Florida’s coasts must be taken OFF the table once and for all! Fighting back against these dangerous efforts with my #NDAA amendment to extend moratorium. #ProtectOurCoast https://t.co/WWpJpLipYz,2018-05-23 13:50:00,2,13,0,House,D
27,TedDeutch,"RT @GiffordsCourage: This is how you spell progress: 

✅ 67 new gun safety laws in 27 states
✅ Republican governors in 15 states signed gun…",2018-12-18 13:45:00,54,0,0,,
34,RepDennyHeck,RT @CloverParkSD: The Beachwood Elementary School grand opening celebration takes place at 4:30 today! @JBLM_PAO http://t.co/J5DFkLWixE,2015-09-22 16:39:00,2,0,0,House,D
63,TeamSheaPorter,Honesty is important to you? Remember this? https://t.co/EEGQlmTivQ #nhpolitics,2016-11-03 23:32:00,14,15,0,House,D
34,Raul_Labrador,"Stunned by SCOTUS expanding power of executive branch. Congress must repeal and replace Obamacare.
http://t.co/bCAA6UGSll",2015-06-25 19:40:00,5,7,1,House,R
3,amyklobuchar,This is THE definitive bipartisan election security bill. Our nation's top law enforcement officer shouldn't have to think twice about protecting our elections. https://t.co/ApHGM6u4vx,2019-05-01 19:00:00,1376,4157,0,Senate,D
17,Vote4Cleaver,"13th Annual #CleaverBBQ is TOMORROW! I'm excited to be joined by @KarenBassTweets, @JohnLarsonCT and #AlGreenTX. https://t.co/2LrgCszM2e",2017-06-02 13:52:00,1,0,0,,
20,RepLipinski,"@RepLipinski Announces Congressional Art Competition Winner

http://t.co/SJGPMPO2mU http://t.co/fHhcMZNlbb",2014-05-16 21:18:00,2,2,0,House,D
35,SenatorBoxer,Proud to join w/ Bay Area students today to send message to #GOP: #DontDoubleMyRate http://t.co/FUEPH6ge,2012-05-11 21:34:00,14,2,0,Senate,D
122,RepWalorski,It was an honor to meet some brave service men and women today @Honor_Flight_CH! http://t.co/86OMe6BO2D,2014-07-30 19:09:00,2,0,0,House,R
107,RepEliotEngel,RT @HFACDemocrats: RM @RepEliotEngel to @SecPompeo: Turn over documents related to whistleblower charges. https://t.co/MsUVQekFIc https://t…,2018-06-05 15:22:00,4,0,0,House,D
98,GovInslee,We will adopt our own rules about the essential net neutrality of the internet that will apply for customers in the state of Washington.,2017-12-15 22:43:00,25,88,0,,
88,RepTomReed,It was great to speak to the Participation in Government class at Addison Central School this afternoon. I always welcome the ideas and discussions from the future leaders of America. https://t.co/FtFKNteVvj,2018-05-03 17:48:00,2,6,0,House,R
8,RepMaxineWaters,Lip service won't increase #diversity in the financial services industry. Read more about my work: http://t.co/FmaOV3Ga5Z via @AmerBanker,2015-06-23 22:22:00,8,4,0,,
12,TammyforIL,#Senate bill passes! Now the House needs to get to work on comprehensive immigration reform.,2013-06-27 20:40:00,8,8,0,,
19,BostForCongress,Mike conducts an interview with NBC 4 in Chicago at the US Capitol. http://t.co/eJy56juzgv,2014-11-13 15:28:00,0,1,0,,
26,RepVeasey,"The threat facing #Dreamers, #TPS, and #DED holders is a crisis created by the Trump Admin. #HR6 will shield these communities from deportation and keep families together. Let’s get this bill on the House floor for a vote. #DreamAndPromiseNow https://t.co/2O11VsFHB2",2019-05-22 15:56:00,17,24,1,House,D
8,TulsiGabbard,"RT @votevets: For Iraq War veteran @TulsiGabbard, the question of removing troops from Afghanistan is personal. 
She says she'll bring the…",2019-08-01 17:33:00,797,0,0,,
14,SenJeffMerkley,That is—2 million seniors could get meals *for a whole year.* https://t.co/UMP5R06XZW,2018-12-21 18:25:00,205,591,0,Senate,D
179,RepBrianHiggins,And we have to make college affordable for every American.  Because no hardworking student should be stuck in the red. #SOTU,2016-01-13 03:33:00,3,14,0,House,D
78,NanHayworth,Proof that biblical wisdom can indeed be the guide to good policy. Thank you @JYuter and h/t @ArieFriedman! https://t.co/q0btKY4r1S,2017-12-04 04:14:00,1,5,0,House,R
26,RubenGallego,"RT @KristenClarkeJD: If left in place, the Clean Power Plan would prevent 140K to 150K asthma attacks among children and 2,700 to 6,600 pre…",2017-10-10 21:17:00,114,0,0,,
4,Grimm4Congress,I want to extend a very heartfelt thank you to everyone for their support.  I also want to extend a special thank... http://fb.me/sIUr6rq8,2010-07-28 21:48:00,0,0,0,House,R
8,amyklobuchar,"Reliable broadband is critical for businesses, families &amp; farmers. In today’s Commerce Committee hearing, I asked the major telecommunications companies about what they're doing to ensure rural areas are not left behind from the 5G revolution.",2018-07-25 19:16:00,85,434,0,Senate,D
2,JoeCunninghamSC,"Met these awesome nurses at breakfast this morning who just finished a 12 hour shift at the hospital. So, naturally, we jumped in a photo booth. #FinalCountdownTour #SC01 #MillersAllDay https://t.co/5i6AYAgWrP",2018-11-02 14:31:00,155,359,0,,
86,RepCicilline,A step in the right direction. https://t.co/msd1h9lBqO,2018-08-01 17:35:00,1,8,0,,
19,repjimcooper,"RT @BostonReview: Read our forum on Fixing Congress, with lead essay by @repjimcooper ... http://bit.ly/mIBg9V #longreads #congress #tlo ...",2011-05-09 20:04:00,1,0,0,House,D
110,RepDebDingell,RT @UnitedWaySEM: Proud to join @ACCESS1971 and @RepDebDingell to celebrate the 53rd anniversary of Medicaid. Join our health advocacy work…,2018-07-31 15:02:00,4,0,0,House,D
152,RepHuizenga,A great way to celebrate #LaborDay!  https://t.co/GyDYHdnnlg,2016-09-06 02:09:00,0,2,0,House,R
38,ToddYoungIN,We had a great event today in Clark County to mark 1 yr to the 2014 election! Thanks to everyone for coming out! http://t.co/w5EKHFHuRV,2013-11-09 22:27:00,0,0,0,,
28,GovernorSununu,@EWTN Tonight 8pm on ‘The World Over’ with @RaymondArroyo-we talk todays news and @TheQuietManBook @GeorgeHWBush @GovernorSununu,2015-06-25 23:49:00,1,1,0,,
94,WestermanAR,Arkansas now #3 Pro Life state thanks to two #prolife bills Bruce voted for. http://t.co/Qlw2HJwyoK #ar4 #arpx #argop http://t.co/HcWpEi41PS,2014-01-14 22:31:00,5,2,0,,
31,brianschatz,"RT @SenSchumer: The President won’t rule out turning an American public servant over to Vladimir Putin, but tomorrow I hope the Senate will…",2018-07-19 01:36:00,6680,0,1,Senate,D
40,RepDLamborn,My article on #nationalsecurity and #energy policy was featured on the @Medium blog. Read the full feature here: https://t.co/GtzU4RxBzk https://t.co/ko5MjmAQ3Y,2016-11-03 17:42:00,2,3,0,House,R
14,RepHultgren,This bipartisan bill would open up more opportunities for employees to be rewarded for pouring sweat into their jobs every day.,2017-03-07 14:45:00,1,0,0,House,R
93,Randy_Forbes,"U.S. hits borrowing limit, forcing Treasury Department to employ “extraordinary measures” to keep paying the bills http://t.co/DugPwhAChj",2013-05-21 16:05:00,4,1,0,House,R
183,RepBarragan,.@realDonaldTrump will stop at nothing to “win.” American’s #healthcare is just collateral damage to him. #SaveACA https://t.co/8NLh0iUJN6,2017-10-13 03:11:00,5,10,1,House,D
16,RepTedDeutch,"This is not a drill. The threat to the Mueller investigation is real and we can't wait until the President executes the next Saturday Night Massacre to protect the search for truth. 

@HouseJudDems #ProtectMuellerNow https://t.co/cH4Vtv4o0C",2018-03-22 14:14:00,118,226,1,House,D
68,RepSchrader,"A former #smallbusiness owner myself, I know the importance of cutting red tape &amp; making it easier for businesses to succeed.",2016-05-02 18:01:00,1,1,0,House,D
11,AustinScottGA08,Political pets gone wild  - CLICK http://fb.me/Ya81ElPh,2011-06-15 21:18:00,1,0,0,House,R
41,GOPLeader,Mick Mulvaney’s track record and work ethic will serve @POTUS and our country well. This is superb news. https://t.co/dUlUj1mFxl,2018-12-14 23:24:00,291,1254,0,House,R
51,RepAndyBarr,RT @APAScience: Thanks @RepAndyBarr for mtg w/@universityofky grad student Justin Strickland on NIH/NSF funding &amp; Rx abuse research! https:…,2016-04-22 14:53:00,1,0,0,House,R
11,RepTomMacArthur,The flags @ the Capitol are at half-staff to honor the brave sacrifice of the service members we lost in #Chattanooga http://t.co/NShDwMefrw,2015-07-21 15:21:00,2,1,0,House,R
74,RepMcEachin,"In 1982, congress chose to reauthorize the #VRA to protect Americans from discriminatory voting laws. #VotingRights #RestoreTheVRA",2017-06-29 19:47:00,2,5,0,House,D
37,RepKenMarchant,"RT @gopconference: #NoBudgetNoPay VIDEO: ""Earning It"" http://t.co/PJCO7r4c . It's time the Dem Senate passed a budget.",2013-01-25 00:25:00,1,0,1,House,R
16,DennyHeck,"Great article in this week's Stranger!  Important focus on the tough economic times in southwest Washington, we... http://bit.ly/aHhxH8",2010-02-03 22:13:00,0,0,0,,
11,RepStevePearce,"Thanks to savings from #TaxCuts, Gary, CEO at Haciendas at Grace Village in Las Cruces, is increasing salaries &amp; giving out bonuses to his employees. Additionally, he announced plans to launch a $3,000,000 expansion that will create about 20 new full-time #Jobs in the area. https://t.co/Vog1s8Jk7g",2018-02-20 21:52:00,2,6,0,House,R
45,marcorubio,"Despite every effort by regime to stop him, Interim President @jguaido has arrived in Cucuta, #Colombia &amp; is at #VenezuelaAidLive. https://t.co/WhNaeDglDa",2019-02-22 22:27:00,3391,5857,1,Senate,R
37,RepJimMatheson,"Looking forward to seeing Utah sportsmen at the Expo Saturday.  A great event highlighting UT's hunting tradition, boost to economy. #utpol",2012-02-10 20:42:00,0,0,0,House,D
3,RandyHultgren,"I posted 12 photos on Facebook in the album ""Will County Tea Party Alliance Sam Adams Event"" http://t.co/28whHqHY",2012-06-04 02:19:00,0,0,0,,
28,RepRiggleman,I campaigned on finding solutions to our healthcare crisis and I am spending today in the district talking to the people that know how to get it done. #va05 https://t.co/aFgFJWS2j9,2019-02-19 17:30:00,1,5,0,,
99,RepPeteOlson,RT @PearlandPD: Members of the Pearland Police Department attended a memorial service this morning honoring Brazoria County law... https://…,2017-05-13 13:55:00,4,0,0,House,R
39,Douglas_Collins,"Hillary didn't make mistakes, she deleted the truth. As fast as she could.",2016-09-27 02:54:00,3,3,1,,
59,DianeBlackTN,RT @TheTNStar: Tea Party Leaders Declare in TV Ad 'I'm Voting for Diane Black' https://t.co/iXr7GFuS9I,2018-06-10 20:55:00,21,0,0,,
15,RepJoeWilson,"Today especially, we honor the life &amp; legacy of the Reverend Martin Luther King, Jr. &amp; celebrate the profound, positive impact he has had on America &amp; the world. https://t.co/CIXtEghorE",2018-01-15 18:19:00,5,13,0,House,R
95,SenGillibrand,It takes bravery to be who you are and to say it loudly. To all who've come out as LGBTQ and to those who'll be taking that step: I’m proud of you and I'm honored to fight with you for a country where everyone can love out loud and live their truth. #NationalComingOutDay,2019-10-11 19:47:00,126,931,0,Senate,D
19,JoeCrowleyNY,@openletterbot Thanks for sending my way! Is there a way for me to contact David so I can answer his letter?,2018-05-29 17:18:00,0,0,0,,
59,LaurenUnderwood,"RT @MRBImpact: #votedforLauren early, just after early voting started actually. ⁦@LUnderwood630⁩ is in it for us. Real people, real survivo…",2018-11-05 04:32:00,14,0,0,,
46,MarioDB,"RT @HouseAppropsGOP: Starting at 2 PM, @SecElaineChao testifies before @MarioDB and the Transportation/HUD Subcommittee on the FY19 budget…",2018-04-12 17:58:00,7,0,0,House,R
41,RepMcNerney,"My thoughts &amp; prayers are w/ everyone affected by break of #spillway @ #OrovilleDam. Evacuation info, alerts: https://t.co/sEU0jcpJ0q",2017-02-14 05:47:00,2,22,0,House,D
145,SenRonJohnson,#BlackHistoryMonth is an important annual recognition of the great contributions African Americans have made to our communities over the past year and throughout history.,2019-02-01 22:10:00,9,14,0,Senate,R
129,SenAlexander,"READ my column in the @ocnews38570: Simply put, Congress, working with the Trump Administration, is bringing real results to the American people. 

https://t.co/4DBRDAoWOd",2019-07-21 20:45:00,1,2,0,Senate,R
108,cbrangel,Poll open til Mon to vote 4 ur fav #superfood in my #FinalFour #MarchMadness #RangelRes Challenge!,2016-04-01 19:42:00,3,2,0,House,D
108,RepBonamici,The President and House Republicans are playing a ridiculous game they can’t win. Our country and the public deserve better than this. https://t.co/f0FGQuyn82,2018-12-21 04:06:00,4,39,1,House,D
133,MikeBishopMI,In Ted We Trust 🇺🇸God Bless America! @ShemaneNugent @TedNugent  https://t.co/M0nVonOIJU,2016-11-07 23:26:00,2,6,0,,
8,Loretta2016,More endorsements from her peers like @RepMarkTakano. Join the #Loretta2016 campaign today: https://t.co/1Gbj76nCF1 https://t.co/B5WyW2iR8l,2016-03-28 16:33:00,1,6,0,,
7,WhipHoyer,"Today’s Floor sked http://t.co/ZQiWQ5WL This wk Rs are considering bills that have nothing to do w #jobs, extending middle class tax cuts",2012-01-31 18:01:00,7,1,0,House,D
72,RepJudyChu,"RT @ReproRights: .@RepJudyChu: “I’m here on behalf of the 450,000 Americans who submitted comments here today.” #HandsOffMyBC https://t.co/…",2017-12-05 15:47:00,17,0,0,House,D
31,RepKenMarchant,RT @gopconference: Watch @RepHartzler in this week's Republican address discuss the House's efforts to help #smallbiz create jobs: http: ...,2012-08-18 14:10:00,19,0,0,House,R
93,michaelgwaltz,"RT @Marc_Leibowitz: .@JSchanzer @mggwaltz 

We need an emoji that looks like this for evergreen tweets... https://t.co/vMSF72hA8J",2016-10-24 15:14:00,1,0,0,House,
56,SenCoonsOffice,MEDIA ADVISORY: Sen. Coons will be chairing a SFRC nominations hearing at 2:15 today in 419 Dirksen.,2012-07-12 17:23:00,1,0,0,Senate,D
30,Jim_Jordan,RT @foxandfriends: .@Jim_Jordan: The double standard with Andrew McCabe drives Americans crazy https://t.co/CXeWjUV91J,2018-04-17 15:35:00,565,0,1,House,R
16,ericswalwell,"You deserve equal pay for equal work. Plain and simple.

Next week, we'll be voting on the Paycheck Fairness Act to help reduce the wage gap. It's time to enact legislation that just makes common sense.",2019-03-19 13:19:00,90,405,0,House,D
8,RepTimRyan,We want a long-term solution for CHIP and Community Health Centers – those programs save our country billions and help save countless lives.,2018-01-22 00:29:00,22,71,0,House,D
83,EllisonCampaign,"RT @CapehartJ: Why I like Keith Ellison, a Bernie guy, to lead the DNC. https://t.co/K9eko7qkJN https://t.co/gtKmAMnF3w",2017-02-23 19:49:00,80,0,0,,
149,RepAndyBiggsAZ,@JohnHookfox10 @FOX10Phoenix Part 2 of #NewsmakerSunday: https://t.co/mPPnmGJ6eM,2018-04-04 15:58:00,3,2,0,,
163,SenBlumenthal,Happy 83rd birthday to Social Security—a program supporting millions of American seniors &amp; helping those w/disabilities live with dignity &amp; economic independence. I am committed to working to strengthen the program &amp; ensure its continuation for generations to come. https://t.co/7DBLJoL93v,2018-08-14 23:57:00,398,1046,0,Senate,D
48,RepKerryB,CHART: State by State  #Obamcare enrollment figures. http://t.co/DgnO8eslaJ,2013-11-20 20:10:00,2,0,0,House,R
11,SenSanders,"RT @TransEquality: We were happy to work with @SenSanders on this video about the importance of the #EqualityAct!

One thing you can do rig…",2019-06-06 21:05:00,298,0,0,Senate,I
45,MurrayCampaign,"The Healthy Families Act will ensure every worker can access at least 7 #PaidSickDays a year. This isn't just good for workers, it will help businesses succeed and our economy grow. We need #HFAnow.",2019-03-19 00:45:00,1,4,0,,
112,SenCapito,".@US_EDA has played a tremendous role in economic development in West Virginia. Today, I spoke on the @SenateFloor about how we can continue working together to drive growth and opportunity in #WV. Watch my full remarks here: https://t.co/WUN99MqjB1 https://t.co/SZEvVWUPii",2019-03-07 16:52:00,2,6,0,Senate,R
73,RepEspaillat,"If we didn't already know #Trump doesn't care about the destruction in #PuertoRico, we now have full proof. Maybe now he at least knows Puerto Ricans aren't 'immigrants', but I won't get my hopes up. https://t.co/v0fuofzTb6",2019-01-10 23:37:00,6,11,1,House,D
18,SanfordBishop,I hope our #servicemembers are having a blessed holiday season! @armedforcesnet #holidaymessage http://t.co/MqxiBiDrae,2014-12-09 23:09:00,0,0,0,House,D
119,SenJohnThune,"Joined @GlacialLakesDev for a lunch in Britton today. We were also joined by former Governor Frank Farrar. This year marks the 50th anniversary of his election. Thank you for your service, Governor. https://t.co/o9JTpoQETs",2018-08-06 19:02:00,10,26,0,Senate,R
96,clairecmc,"I think this is. ""@jaytikos: @clairecmc Twitter does not allow a response unless you follow. You remember two way communication?”",2013-10-19 21:30:00,5,4,0,Senate,D
132,RepLoisFrankel,"At 2pm, @JudgeTedPoe @RepJerryNadler @RepComstock @RepLBR &amp; I will intro the bipartisan, bicameral EMPOWER Act to combat workplace harassment. By lifting the veil of secrecy &amp; increasing transparency &amp; accountability, we can create more respectful &amp; equitable workplaces https://t.co/q2xKY8Y3bG",2018-07-18 16:16:00,5,8,0,House,D
27,RepSpeier,"During my questioning at the #ImpeachmentHearing, George Kent and Bill Taylor testified that @POTUS’ actions regarding Ukraine embolden Russia and 'send a signal to President Vladimir Putin. https://t.co/IDC3evPq5d",2019-11-13 22:26:00,62,183,1,House,D
50,SherrodBrown,RT @LCVoters: LCV Action Fund is thrilled to endorse @HillaryClinton to be the next president of the United States! Learn more: https://t.c…,2015-11-09 15:55:00,71,0,0,,
106,ericswalwell,"Having weapons of war in your house is not for protection. It's for your enjoyment. And you'll still get to enjoy it at gun ranges.

If you don’t want to store it at a gun range, we’ll buy it back.

If you think this infringes on your 2nd Amendment rights, then I disagree... 
5/6",2019-02-14 00:09:00,18,90,1,House,D
68,kaybaileyhutch,"Sharing a birthday with former senator bob dole, don henly and prince george is fun!  @GOP @DallasGOP",2014-07-23 00:33:00,1,5,0,Senate,R
98,SenDuckworth,"Trump’s actions are just as unacceptable today as they were then. 

We should be leading the way towards a sustainable future, not backsliding because people refuse to acknowledge basic facts. I’ll continue to fight for a better world for our children &amp; grandchildren.",2019-06-01 21:37:00,75,412,1,Senate,D
72,RandPaul,"@mkibbe: ""[F]or a politician in DC it is far more perilous to stand for peace than to charge towards war.""
https://t.co/tAsSgllOvc",2018-08-17 19:45:00,19,37,1,Senate,R
21,michaelgwaltz,For great medical advice follow the brilliant @DoctorJanette on @FoxNews! https://t.co/Aow5rByGp2,2017-05-31 01:32:00,3,9,0,House,
46,RepDrewFerguson,90% of Americans will see an increase in their take home pay this month. Take a look at the information below to see how you can check your check and visit https://t.co/g25U97r6Gd to learn more about how tax reform will help you https://t.co/T09CdF4rat,2018-02-21 17:19:00,7,12,0,House,R
134,RepMcKinley,Glad to see the House pass funding for the humanitarian crisis at the border. For too long Speaker Pelosi has been playing politics – finally this much-needed relief will go to help Border Patrol address this emergency.   https://t.co/qYGzUijrE1,2019-06-27 21:27:00,4,3,1,House,R
75,RepRickLarsen,"Due to technical difficulties, @TransportDems is unable to live stream today’s round table. Follow along here to see what @PVA1946 @allwheelsup @NDRNadvocates @TSA @AirlinesDotOrg @ACIWorld &amp; @USDOT say about airplane accessibility for passengers w/ disabilities 

#WorkingforWA https://t.co/PNDcscPkgD",2019-11-14 15:13:00,2,10,0,House,D
38,DelgadoforNY19,"It's unacceptable that after 307 mass shootings this year alone, Congress has done nothing. Congress must act now to address our gun violence epidemic. 
https://t.co/qveUO2dkoE",2018-11-08 18:40:00,32,112,1,,
173,KellyAyotte,Will you add your name to the list? CLICK to share why you support the fight to bring NH common senseto2 the Senate: https://t.co/TQdPw5st7u,2015-12-02 14:47:00,1,0,0,Senate,R
92,VernBuchanan,wow!...great crowd at today's tax reform forum! http://t.co/5Hf5E6VIoG,2013-03-29 15:13:00,1,0,0,House,R
50,RepValDemings,RT @RepValDemings: This weekend I spoke at New Bethel A.M.E. church for Women's Day. I enjoyed every minute of meeting and speaking with co…,2018-08-20 22:16:00,3,0,0,House,D
116,DonnaFEdwards,RT @AndrewGillum: I'm the only candidate in this race who has a plan to protect coverage for people with pre-existing conditions. As your n…,2018-09-05 15:44:00,15082,0,0,,
82,DaveBratVA7th,And some people wonder why this economy can't create jobs... http://t.co/hG9tb3q6mo,2015-03-25 12:59:00,31,9,1,,
73,DonBeyerVA,"I had @HillaryClinton's back at her congressional hearing, and I've got it now. Tomorrow is game day. Virginia: let's do this. #ImWithHer https://t.co/uwJrGG4up2",2016-11-08 00:05:00,9,23,0,,
37,SenatorCantwell,"Whether for farming, fishing, or recreating outdoors, clean water plays a central role in the outdoor economy of the Methow Valley. We can’t let destructive mining put that at risk.

https://t.co/sC76JcDXhH",2019-03-01 23:00:00,4,27,0,Senate,D
145,SenBooker,"The @POTUS just fired the person who was investigating his campaign, which should set off alarm bells across the country.",2017-05-10 00:40:00,1151,2597,1,,
70,RepAdrianSmith,RT @NCGA_DC: Thank you for your leadership for #ethanol #agriculture and rural communities @RepAdrianSmith! #RFSWorks,2015-07-27 21:22:00,2,0,0,House,R
21,RepYvetteClarke,The public has a right to know the truth. https://t.co/6yrzqg3Kcr,2017-06-12 13:52:00,14,38,0,House,D
158,repcleaver,"RT @USDOL: How does our new #OTrule work? Your questions answered:
https://t.co/yXfrwsJNyy",2016-05-18 19:03:00,271,0,0,House,D
